"","venueID","venueCapacity","venueLng","venueLat"
"612","525671",NA,NA,NA
"613","16738","120","-2.596749","51.4474999"
"614","752401",NA,"-0.0814341","51.5246366"
"615","7039","487","-0.1458775","51.5418166"
"616","18431",NA,"-0.1484239","51.5431173"
"617","7250","400","-2.5950539","51.4488305"
"618","38320","2000","-0.22384","51.50351"
"619","563056","150","-0.1286371","51.5334728"
"620","495886","275","-0.076979","51.523831"
"621","628031","680","-0.0780335","51.5237877"
"622","3833","2000","-4.2586937","55.8583494"
"623","3913","400","-1.5702591","53.8096471"
"624","3879",NA,"-0.16937","51.46299"
"625","1256101",NA,"-5.0685695","50.1543782"
"626","1483543",NA,"-5.0869882","50.4150973"
"627","1316896",NA,"-5.1988503","50.3119863"
"628","75140",NA,"-1.3818431","53.8680691"
"629","1373421","200","-5.0554062","50.2634754"
"630","360426","1601","-2.6003513","51.4538978"
"631","650666",NA,"-0.2197702","51.5043628"
"632","43803","177500","-2.5858552","51.1598423"
"633","67803","250","-0.0810428","51.522316"
"634","1522713","200","-0.1356007","50.8246201"
"635","1668218",NA,"-1.1373455","52.6352518"
"636","17472","400","-2.2449474","51.8650491"
"637","1242006","375","-0.1386927","50.8201572"
"638","1162831",NA,"1.2905699","52.6308108"
"639","50368","1500","-3.1790238","51.4876847"
"640","3256","180","-0.0801042","51.5243593"
"641","32763","1500","-2.227217","53.4585245"
"642","30392","2000","-1.630738","54.971932"
"643","2446264",NA,"-5.0499884","50.2642116"
"644","38529","1240","-6.2635249","53.3442216"
"645","9315",NA,"-5.9292773","54.5860497"
"646","17460","1749","-1.4055137","50.9076067"
"647","34372","200","-0.1114451","51.5316567"
"648","515556","700","2.3727885","48.8538519"
"649","291236",NA,"9.98256","53.567313"
"650","809726",NA,"6.45869","51.77491"
"651","1407808","200","1.302273","52.6243993"
"652","2468974",NA,"-1.2352352","51.7471652"
"653","126619","250","-3.1899252","55.9511605"
"654","1952344",NA,"-3.1899252","55.9511605"
"655","18339",NA,"-1.0787022","53.9590963"
"656","34669","200","-2.0141625","53.7407679"
"657","527191",NA,NA,NA
"658","17445","380","-3.1813636","51.4805585"
"659","37993","350","-6.2566432","53.3355007"
"660","656186",NA,NA,NA
"661","7326","300","-4.2653495","55.8624985"
"662","17634","300","-1.5922035","54.9749282"
"663","629561","260","-2.2367664","53.4703229"
"664","71828",NA,"-1.5328841","53.7975174"
"665","1140691","250","-1.1458642","52.9537033"
"666","497101",NA,"-2.9773843","53.4029049"
"667","18229","600","-1.89266","52.43598"
"668","8185","400","-2.589343","51.4523104"
"669","28996",NA,"-5.53733","50.11776"
"670","2486924",NA,"-4.1426565","50.3754565"
"671","57176",NA,"9.2089275","45.4922673"
"672","618641",NA,"8.5198676","47.3882137"
"673","622546",NA,"8.69109","50.1053"
"674","764296",NA,"11.59083","48.13101"
"675","1045996",NA,"13.4414345","52.5110627"
"676","2740208","1550","12.54421","55.668"
"677","1487573",NA,"18.0566201","59.3338847"
"678","2486939",NA,"10.7608938","59.91857"
"679","69281",NA,"5.8690946","51.8461023"
"680","88225",NA,NA,NA
"681","30219","1500","4.883945","52.3622774"
"682","946931",NA,"-2.6071119","51.4567197"
"683","1841478",NA,"-0.144332","50.8220133"
"684","29415",NA,"0.5491498","51.2797702"
"685","32662","2000","4.36551","50.85489"
"686","46999",NA,"2.3401413","48.8821952"
"687","2426839",NA,"19.0639689","47.5059469"
"688","1972604",NA,"-2.5828477","51.4557151"
"689","18181",NA,"-2.5924943","51.4430633"
"690","1626","850","-2.2314899","53.4641082"
"691","17333","700","-3.1937247","55.9486114"
"692","17611","900","-1.4648403","53.376325"
"693","7882","480","-1.89616","52.47464"
"694","57415",NA,"8.9044959","47.9768864"
"695","850081",NA,"5.1247552","51.5282752"
"696","141903",NA,"9.5222445","53.1591887"
"697","93630","85000","4.6923588","50.9677483"
"698","30924","1500","-0.3045628","51.4083835"
"699","7412","17000","-3.4229","56.206132"
"700","493401",NA,"1.5869669","52.3498762"
"701","43531",NA,"11.61885","44.83797"
"702","16720",NA,"12.5699903","41.8160747"
"703","29621",NA,"13.2363606","46.0640602"
"704","999476",NA,"6.37658","51.78532"
"705","39397",NA,"-2.71766","51.14598"
"706","17519","90000","0.4522177","51.718913"
"707","51772","90000","-2.2864603","52.6929524"
"708","30014","833","-6.261985","53.347953"
"709","16572",NA,"-5.9307416","54.5931969"
"710","789096",NA,"-1.5487168","53.8029455"
"711","31031",NA,"-1.6152074","54.9792291"
"712","36718","900","-4.2915528","55.8736859"
"713","17621","1500","-2.2460307","53.4739997"
"714","90238","1500","-1.8830141","52.4747298"
"715","8330",NA,"-1.0919461","50.7805622"
"716","2321004",NA,"12.33026","51.3244"
"717","29982",NA,"14.4252102","50.0813807"
"718","29588","1600","13.42154","52.48681"
"719","29586","2500","6.91009","50.94909"
"720","29587","1500","9.9645585","53.5492771"
"721","50931","700","8.73895","50.13543"
"722","30213","1500","9.25164","48.76755"
"723","47429",NA,"11.60433","48.12507"
"724","32831",NA,"9.1978095","45.4435232"
"725","33815",NA,"11.1699488","43.7929692"
"726","1652763",NA,"19.0538","47.49774"
"727","29983","16000","16.41287","48.18783"
"728","49813",NA,"8.5326721","47.3840954"
"729","2652963",NA,"2.3522219","48.856614"
"730","61048","432","4.4485182","51.219586"
"731","514231","1150","6.5756586","53.2141746"
"732","1554553",NA,"143.9144005","-38.5152877"
"733","33445","1500","151.206563","-33.8756094"
"734","632121",NA,"-86.691549","36.205994"
"735","13121",NA,"-75.15839","39.97986"
"736","811",NA,"-71.117785","42.3517889"
"737","7495","4300","-83.0600655","42.3415257"
"738","6157",NA,"-87.65624","41.8749"
"739","14535",NA,"-93.10014","44.94344"
"740","849096","7500","-105.085281","39.904696"
"741","65","7000","-122.4174684","37.7785099"
"742","29994","1500","2.370815","48.863063"
"743","36918",NA,"2.136522","41.390508"
"744","46374",NA,"-3.71222","40.42472"
"745","17463","2075","-2.5975638","51.4559786"
"746","640211","3000","-1.8998971","52.4743255"
"747","17522","4921","-0.1148897","51.4651204"
"748","30045","2752","-79.3790313","43.6541962"
"749","1025","2894","-73.9820377","40.7760381"
"750","2826",NA,"-77.028992","38.9174"
"751","1370","1000","-84.3509632","33.7636046"
"752","795","2362","-86.7786881","36.1611688"
"753","2470","3500","-73.99418","40.75285"
"754","2901593",NA,"13.2856413","52.5064936"
"755","777","2200","-83.009785","39.9696888"
"756","1070","1100","-87.6588194","41.9499156"
"757","5546","900","-93.2368384","44.9808059"
"758","1451","500","-105.2762858","40.0079953"
"759","983","1200","-111.9028312","40.7687984"
"760","30021","990","-123.1208915","49.2806545"
"761","6239","1200","-122.4332961","37.7842566"
"762","28522","600","-117.270413","32.9907098"
"763","1417923",NA,"-112.0764194","33.4517162"
"764","30065","1500","-79.3571276","43.6764418"
"765","913","1200","-75.156856","39.953617"
"766","924","1500","-73.9892","40.73155"
"767","885616",NA,"1.23403","52.62545"
"768","3221669","35000","-0.29088","50.833535"
"769","29809","75000","-2.245947","53.530003"
"770","35050","1996","2.3277568","48.8700741"
"771","47546","60000","6.0209511","50.8807666"
"772","59525",NA,"18.0733654","59.3329064"
"773","1829423","5000","-2.6007473","51.4516682"
"774","17489",NA,"-5.0498778","50.2623802"
"775","1018491",NA,"-0.336412","49.1927599"
"776","764641",NA,"2.7612499","50.286452"
"777","108189",NA,"6.9106799","46.4312213"
"778","1016216",NA,"-0.32535","45.69736"
"779","958451",NA,"4.8199705","45.7598154"
"780","2854408","85000","-3.7494232","56.3195027"
"781","18521","1500","-0.1183185","51.5116028"
"782","966366",NA,"-0.877167","46.923535"
"783","47656",NA,"11.6197173","44.838207"
"784","311066",NA,"7.4379792","43.7471856"
"785","3199","3000","-73.9942689","40.7706615"
"786","15841",NA,"-87.6205768","41.8731686"
"787","46343",NA,"-73.5539925","45.5086699"
"788","2685768",NA,"-79.3656287","43.6443646"
"789","5832",NA,"-122.463708","37.7822891"
"790","1228","1000","-122.6847972","45.5227443"
"791","529","2807","-122.33139","47.613296"
"792","2290629","2000",NA,NA
"793","2957728",NA,"18.6388624","-33.841288"
"794","2839673",NA,"28.0473051","-26.2041028"
"795","947001",NA,"-7.14947","53.0158"
"796","1009811",NA,"-84.37993","33.84034"
"797","2372864",NA,"-90.074091","29.950033"
"798","3117914",NA,"-74.0059413","40.7127837"
"799","1017",NA,"-90.50947","38.747825"
"800","84938","5500","-111.8296328","33.4195089"
"801","2262874","3000","-96.797987","32.768777"
"802","89174",NA,"-7.31981","54.9956"
"803","2171734",NA,"-8.63823","52.65891"
"804","7280",NA,"-3.4857","53.32512"
"805","2756163",NA,"-3.1784849","51.4882663"
"806","11898",NA,"-3.9602125","51.6140879"
"807","221433","500","-4.0808182","51.0656002"
"808","16812","1200","-3.5296869","50.7348893"
"809","124481",NA,"-2.36049","51.37864"
"810","1684118",NA,"-1.28954","50.70668"
"811","92378",NA,"-4.23897","55.85435"
"812","29968",NA,"151.174191","-33.899025"
"813","1858568",NA,"153.6123788","-28.6441616"
"814","316","550","-73.9935389","40.7203623"
"815","951551",NA,NA,NA
"816","784311",NA,"15.6233804","48.1800458"
"817","651311",NA,"5.3487837","50.9529359"
"818","2916608",NA,"13.7029","52.5147"
"819","1765","2286","-0.140655","51.514568"
"820","35891",NA,"-0.0797198","51.527242"
"821","36203",NA,"174.72589","-36.86489"
"822","33261",NA,"144.96958","-37.8166"
"823","32193",NA,"153.0315985","-27.4521183"
"824","38180","2700","-1.5473124","53.8018006"
"825","38580","2200","-3.2065805","55.94878"
"826","16705","2000","-1.1535941","52.9558864"
"827","57166",NA,"-6.26086","53.34437"
"828","29622","1800","4.3487385","50.8472717"
"829","43092",NA,"-79.3736987","43.66475"
"830","281966","925","-73.5752374","45.4829005"
"831","1284","2500","-87.6596996","41.9685617"
"832","28708",NA,"-93.27608","44.97827"
"833","32177","1480","-122.6764367","45.5233129"
"834","953251","2800","-122.2699981","37.8078474"
"835","29369",NA,"-2.15818","51.639295"
"836","2108514",NA,"-0.650741","54.2981238"
"837","758981",NA,"-1.97514","52.75088"
"838","314206",NA,"4.6942009","50.9712194"
"839","52560",NA,NA,NA
"840","3403",NA,"-1.3320765","51.6181064"
"841","1302256",NA,"-2.95386","53.73654"
"842","53061",NA,"0.02146","51.87418"
"843","29365",NA,"-0.3850719","51.3515572"
"844","3268049",NA,"23.9035965","54.8985207"
"845","877766",NA,"-5.02704","50.44912"
"846","29390",NA,"-5.9240364","54.6009943"
"847","90980",NA,"0.37539","52.2382"
"848","872381",NA,"-1.42096","53.39749"
"849","332311",NA,"6.8360415","52.1814729"
"850","522876","350","-76.4946279","38.978307"
"851","29544","2500","12.315246","51.3702683"
"852","508211","7000","10.003114","53.6018094"
"853","3490404",NA,"18.0685808","59.3293235"
"854","3749819",NA,"13.44363","52.50631"
"855","52993",NA,"16.4195472","48.1854882"
"856","3816279",NA,"11.60637","48.1249"
"857","2668478",NA,"9.25253","45.45227"
"858","3405414",NA,"7.5885761","47.5595986"
"859","29545",NA,"7.016702","50.969319"
"860","1686","12500","-0.2803252","51.5586053"
"861","1236111",NA,"-2.96609","53.40522"
"862","3950729",NA,"-0.34231","53.74154"
"863","5391","1900","-4.2369184","55.8550553"
"864","2799","300","-90.064749","29.957032"
"865","322781",NA,"55.3232682","25.0595474"
"866","35555",NA,"153.0274122","-27.4778662"
"867","29278",NA,"138.56899","-34.923678"
"868","34188","5500","151.2237096","-33.8936457"
"869","2758413",NA,"144.9777","-37.82261"
"870","17465","4500","-0.1488263","50.8212812"
"871","17529",NA,"-0.1530801","51.5442465"
"872","17534",NA,"-0.134118","51.5125623"
"873","3300",NA,"-0.1919702","51.4886945"
"874","867096",NA,"-0.1254872","51.508515"
"875","3315",NA,"-0.1219363","51.536711"
"876","16404",NA,"-0.12764","51.47648"
"877","764531",NA,"-0.1411176","51.537295"
"878","6950","150","-0.1011681","51.5233496"
"879","15750","500","-0.0716927","51.5216002"
"880","696436",NA,NA,NA
"881","494916",NA,"1.1564637","52.0591199"
"882","1202901",NA,"-0.1083201","51.5670693"
"883","49527",NA,"-0.0521156","51.4582894"
"884","8811",NA,"-0.1542862","51.5472146"
"885","705606",NA,NA,NA
"886","495091",NA,"-0.096645","51.536006"
"887","704341","70","-0.1400071","51.5112927"
"888","634696",NA,"-0.1419101","51.5337954"
"889","17508","290","1.2878587","52.6314371"
"890","83165",NA,"1.1561541","52.0595548"
"891","17152","700","-0.1491962","51.5429551"
"892","3395",NA,"-0.2062991","51.5254148"
"893","3472",NA,"0.1364869","52.2046848"
"894","59075",NA,"1.50321","52.34417"
"895","504036","50","0.13441","52.205"
"896","16397",NA,"-0.1369286","51.5107842"
"897","18324",NA,"-0.0545285","51.5297822"
"898","8280","250","-0.081657","51.527476"
"899","3704",NA,"-1.1535577","52.9570398"
"900","511091",NA,"-2.9767334","53.4011829"
"901","1672118",NA,"-0.1224791","51.5307145"
"902","735586",NA,NA,NA
"903","59208",NA,"1.1568245","52.0638394"
"904","702266","400","-0.2090308","51.5164732"
"905","10616",NA,"-0.080428","51.5270971"
"906","3266","65","-0.1456995","51.5374217"
"907","7359","700","1.3022738","52.6243993"
"908","69062",NA,"1.1564637","52.0591199"
"909","524591",NA,"-0.1490311","51.4420906"
"910","12783","2350","-1.4673119","53.3789349"
"911","479846","500","-1.4673119","53.3789349"
"912","497351","1300","-4.2637663","55.8654458"
"913","480411","2000","-1.6169438","54.9700186"
"914","38299","1200","-2.9771058","53.4091275"
"915","624421","1800","-1.8397544","50.7265402"
"916","348761","600","-1.8998971","52.4743255"
"917","13725","1410","-0.138338","51.534617"
"918","32315","1500","1.24903","52.62884"
"919","3434","300","-0.078728","51.526328"
"920","439216",NA,"-0.24303","51.75495"
"921","491581",NA,"-0.0738117","51.5242313"
"922","3565","500","-0.142103","51.538488"
"923","9207",NA,"0.0019788","51.5429548"
"924","37403",NA,"-0.034884","51.5257319"
"925","801721","620","-2.2314899","53.4641082"
"926","493506",NA,"-0.07999","51.52559"
"927","52106","150","-1.3963967","50.9044546"
"928","1694",NA,"-3.9498294","51.6187976"
"929","32313",NA,"-1.6094534","54.980086"
"930","454131",NA,"-1.5923622","54.9749243"
"931","17603","500","-1.5429083","53.794347"
"932","589366",NA,"-1.471726","53.376645"
"933","37005",NA,"-2.2206365","52.1956641"
"934","3534",NA,"-5.0648816","50.146986"
"935","3428","1145","-0.12027","51.53093"
"936","1748","200","-1.7774271","51.5550543"
"937","1411463",NA,NA,NA
"938","8790","200","-1.3226594","51.0668437"
"939","9314","630","-0.1040639","51.5466583"
"940","1282191",NA,NA,NA
"941","755756",NA,"-2.9766574","53.4013774"
"942","36364","200","-2.7091733","53.7638965"
"943","32681",NA,"9.96261","53.54957"
"944","508376",NA,"-2.6086683","51.4574111"
"945","508206",NA,"-1.5604258","53.8062802"
"946","5422","1100","-2.26209","53.00721"
"947","508896",NA,"-0.9743958","51.4566581"
"948","37414","2350","-0.1422245","51.5521427"
"949","7069","1050","0.13688","52.19098"
"950","525646",NA,"-9.0583247","53.2700972"
"951","34683","1600","-6.28238","53.34333"
"952","32863",NA,"2.37762","48.86579"
"953","1127176","2000","-0.0538826","51.5541188"
"954","29412","2600","0.0048763","51.501273"
"955","1801","19000","-0.1965816","51.490676"
"956","16632",NA,"-2.1051802","57.1449348"
"957","2148479","1500","-3.2061817","55.9482273"
"958","17399","4000","-2.129442","52.5858441"
"959","34240",NA,"-5.9211061","54.5965258"
"960","364","250","-73.9867142","40.7221646"
"961","90","165","-118.329829","34.1004371"
"962","218503",NA,NA,NA
"963","349066",NA,"13.4392232","52.4769145"
"964","32696","800","11.5219146","48.1449756"
"965","31724",NA,"8.5357169","47.3710633"
"966","31720","500","2.3921471","48.8686841"
"967","926981",NA,"139.7024456","35.647054"
"968","38516",NA,"-81.4673372","28.4737032"
"969","244628","2700","-80.13314","25.792917"
"970","943",NA,"-82.636035","27.771666"
"971","1026","2700","-71.0610796","42.356246"
"972","837","4500","-87.6579453","41.9692552"
"973","749",NA,"-93.2760663","44.9768522"
"974","30234","2672","-123.1155501","49.2765373"
"975","92865",NA,"-117.75014","34.0569"
"976","1145426",NA,"2.535278","39.511111"
"977","1757988",NA,"1.3001942","38.9833895"
"978","16246","550","-73.9617103","40.7192832"
"979","5840","1000","-86.7699106","36.1521634"
"980","90979",NA,"-0.0292531","51.5516697"
"981","1030511",NA,"8.7724499","58.4617568"
"982","99611",NA,"9.3749","47.42456"
"983","477491",NA,"-4.5100523","52.8193537"
"984","50833",NA,"0.622533","52.446542"
"985","586936",NA,"0.0641504","40.055385"
"986","1918654",NA,"138.7836856","36.789592"
"987","48164",NA,"174.76234","-36.85186"
"988","448276",NA,"153.01842","-27.47396"
"989","1104131","2896","144.97514","-37.86679"
"990","48736",NA,"115.85322","-31.95608"
"991","189098",NA,"-5.073719","50.415497"
"992","8504",NA,"-87.9158037","43.0440262"
"993","769666",NA,"7.2162363","51.4818445"
"994","239403",NA,"5.7682193","52.4396038"
"995","980251",NA,"13.46165","48.56981"
"996","33576","1200","6.1261535","49.5987279"
"997","17874","3000","-0.1491962","51.5429551"
"998","244623","2100","-81.521728","28.3709021"
"999","1379",NA,"-80.8553411","35.2168024"
"1000","30178","600","-89.3807714","43.074528"
"1001","61660",NA,"-73.5599571","45.5143312"
"1002","984336","3500","-75.141163","39.947622"
"1003","10459","400","-104.948382","39.7402806"
"1004","33651",NA,"-122.4540587","37.7714822"
"1005","9403","2765","-123.1124716","49.2798747"
"1006","1433","778","-122.6634854","45.5408474"
"1007","4104",NA,"-2.99144","51.58579"
"1008","615606",NA,"-1.8791888","50.7176583"
"1009","10530","4000","-4.1528594","50.3679673"
"1010","17512",NA,"-1.78935","51.56793"
"1011","1438173",NA,"-1.893883","52.4808753"
"1012","17638","2100","-1.0821246","53.5039102"
"1013","1779","3750","-0.34139","53.73894"
"1014","17613",NA,"-3.0509743","53.8170286"
"1015","885211","2500","-1.609466","54.977177"
"1016","244423",NA,"-4.251806","55.864237"
"1017","33270","900","3.0907324","50.6233182"
"1018","2057004",NA,"4.4197306","50.9188818"
"1019","49110",NA,"4.3657","50.84906"
"1020","880251","6000","11.6086488","48.1946376"
"1021","359816","13000","-84.0940303","33.9914472"
"1022","1233",NA,"-84.509545","39.082786"
"1023","578496","6700","-122.3332315","47.594181"
"1024","17649","11000","-5.9156209","54.6038086"
"1025","2861788","2900","-95.3671824","29.7624411"
"1026","1152511","5500","-80.0115139","40.4459022"
"1027","689","1600","-76.6071223","39.289144"
"1028","1104","2700","-85.75784","38.24806"
"1029","1231","2300","-90.2978676","38.6555712"
"1030","1263",NA,"-117.16332","32.71506"
"1031","1506","1200","-110.9664839","32.2220396"
"1032","31983",NA,"115.7777891","-31.9548034"
"1033","515656",NA,"138.57361","-34.90788"
"1034","62085",NA,"150.90215","-34.42622"
"1035","43758","11500","151.20733","-33.8657305"
"1036","34189","5445","144.9466387","-37.8113462"
"1037","44124",NA,"174.77824","-41.28489"
"1038","123346",NA,"-97.704573","30.3149444"
"1039","2133099",NA,"-79.9571943","32.7862149"
"1040","1113741",NA,"-82.437458","34.9180123"
"1041","16082",NA,"-80.0493838","26.7125134"
"1042","445","78000","-83.0459343","42.3384845"
"1043","50098","111000","-97.092909","32.747904"
"1044","5974",NA,"-94.0899911","35.9980929"
"1045","35288","50000","-79.3918064","43.641658"
"1046","2074644",NA,"-97.1481018","49.8045252"
"1047","36923","54500","-123.11164","49.27576"
"1048","2597","65050","-80.015942","40.446093"
"1049","6028","68532","-75.1675344","39.9007654"
"1050","464","68756","-71.266889","42.091188"
"1051","14732","61500","-87.6172935","41.866113"
"1052","741",NA,"-117.2117942","32.7550767"
"1053","1358",NA,"-96.801762","46.902928"
"1054","723",NA,"-78.50665","38.04588"
"1055","2003579",NA,"-75.74904","39.66033"
"1056","17538","5544","-0.1781517","51.500786"
"1057","1124136",NA,"-121.2889586","38.7571814"
"1058","1471683",NA,"-9.095858","38.7686316"
"1059","68588",NA,"-76.6071093","39.288871"
"1060","1722913",NA,"10.0355945","58.9982871"
"1061","356096",NA,NA,NA
"1062","1016706",NA,"8.3118311","47.0503196"
"1063","53535",NA,"135.4988799","34.6722012"
"1064","33053","2402","139.82531","35.64223"
"1065","1041091","13000","-123.1903918","49.3368383"
"1066","1199066",NA,"-115.1732212","36.1092162"
"1067","93446","19316","-76.8627794","39.2087707"
"1068","1339026","5450","6.80907","51.20576"
"1069","34269","16000","9.8991894","53.5886924"
"1070","65433",NA,"12.53343","55.67977"
"1071","1091261",NA,"9.2270526","48.7936613"
"1072","834556","3000","8.5168517","47.3857193"
"1073","30672",NA,"9.1827899","45.4941504"
"1074","47559","1700","4.8603984","45.7839103"
"1075","509546",NA,"2.1511572","41.3621075"
"1076","125494","18000","-3.675","40.42393"
"1077","5614",NA,"-122.41294","37.79118"
"1078","45333",NA,"6.142912","49.2599469"
"1079","87534",NA,"3.1578901","45.7422574"
"1080","584671","9000","-1.628927","47.231007"
"1081","1663288","8000","14.4341204","50.1069422"
"1082","62263",NA,"21.040508","52.2222869"
"1083","52101",NA,"25.2800609","54.7163409"
"1084","46176",NA,"24.1191434","56.9693411"
"1085","62166",NA,"24.6473591","59.4260301"
"1086","2194464",NA,NA,NA
"1087","81985",NA,"55.15617","25.09652"
"1088","2815403",NA,"126.9191163","37.5318933"
"1089","469256","13500","113.9402","22.32174"
"1090","2447179",NA,"103.78844","1.306842"
"1091","2526754",NA,"151.20733","-33.8657305"
"1092","1262516",NA,"-74.06284","4.65339"
"1093","75659",NA,"-76.799288","-12.5052022"
"1094","1966019",NA,"-70.7640226","-33.5036276"
"1095","121887",NA,"-90.07673","29.98432"
"1096","33461","9290","-58.36819","-34.60261"
"1097","481901",NA,"-46.6671892","-23.5278158"
"1098","2774968","80000","-115.1694366","36.1137908"
"1099","2173749",NA,"-68.7738604","44.7951155"
"1100","686","14000","-75.2226272","39.9831152"
"1101","2026954",NA,"-81.2527345","42.9825034"
"1102","87854",NA,"-77.2439521","42.8669256"
"1103","2608688",NA,"-96.75081","43.56121"
"1104","665","7000","-104.6315331","50.4526411"
"1105","198148",NA,"-87.8994041","43.0346475"
"1106","841","8500","-122.2555418","37.8740742"
"1107","17934","82300","-6.252394","53.3624491"
"1108","2267924",NA,"-1.9916669","52.3872012"
"1109","1791323","22039","-95.3523175","29.7538577"
"1110","1664073",NA,"-96.83844","33.15843"
"1111","129540","60000","-73.95802","40.77007"
"1112","1034","2804","-73.98005","40.76553"
"1113","2514529",NA,"-73.9918181","40.7686973"
"1114","3034","6300","-118.2813","34.02258"
"1115","66735",NA,"153.00858","-27.46447"
"1116","1060156",NA,"115.86904","-31.94599"
"1117","1442453",NA,"144.98262","-37.82388"
"1118","1867303",NA,"151.22735","-33.88889"
"1119","35005",NA,"174.81404","-36.919"
"1120","626246",NA,"8.51793","49.46475"
"1121","3491779",NA,"4.44181","51.2303"
"1122","1418383",NA,"-77.0348124","-12.0670412"
"1123","128480",NA,"-57.88333","-34.96667"
"1124","45299",NA,"-49.2733334","-25.3859862"
"1125","2562999",NA,"-43.9711315","-19.865867"
"1126","99137","140000","-74.09979","4.65965"
"1127","44173","18500","-66.06441","18.4265"
"1128","3557329",NA,"-84.0907246","9.9280694"
"1129","33580","22000","-103.3255264","20.5988338"
"1130","3434314","8000","-100.34835","25.71906"
"1131","2988688",NA,"-71.24799","46.8272"
"1132","3382549",NA,"-80.83922","35.22509"
"1133","14176","35307","-80.021241","32.8674796"
"1134","881676",NA,"121.616904","25.056899"
"1135","34170",NA,"135.5333502","34.6821392"
"1136","3676489",NA,"126.9779692","37.566535"
"1137","33448","14471","139.749626","35.6934027"
"1138","892611",NA,NA,NA
"1139","2889143",NA,"-80.1561157","40.303121"
"1140","1466343",NA,"103.874585","1.300506"
"1141","32994","2350","0.0016653","51.5011333"
"1142","499241",NA,"144.9479942","-37.8174083"
"1143","35416",NA,"151.06211","-33.84932"
"1144","1526698",NA,"170.52231","-45.86875"
"1145","3054614",NA,"120.980174","14.53129"
"1146","70088",NA,NA,NA
"1147","1780193","80000","-5.9619158","54.5797131"
"1148","125384",NA,NA,NA
"1149","38530",NA,"-6.3280736","53.3553424"
"1150","1578344","60000","-2.2044997","53.4829255"
"1151","16114",NA,"-3.97613","51.6084"
"1152","17343","52000","-4.25736","55.82457"
"1153","57845",NA,"-1.61005","54.97533"
"1154","336621",NA,"-1.621667","54.975556"
"1155","1751","74500","-3.17869","51.47888"
"1156","14374","53052","4.9409269","52.3143277"
"1157","61525",NA,"2.3563278","48.9315523"
"1158","48253",NA,"11.98593","57.7004"
"1159","35375",NA,"13.24323","52.51447"
"1160","1948959",NA,"6.93347","51.40497"
"1161","3615109",NA,"6.9509069","51.4036282"
"1162","45343",NA,"9.89291","53.57829"
"1163","56833",NA,"11.54981","48.17564"
"1164","45352",NA,"8.50635","47.38343"
"1165","61520","55665","16.41971","48.20769"
"1166","3159554",NA,"21.0458004","52.239469"
"1167","5902","92542","-118.1674702","34.1609679"
"1168","539",NA,"-122.3908715","37.7781428"
"1169","1220",NA,"-122.33323","47.59418"
"1170","16113",NA,"-90.19281","38.62264"
"1171","16077","38496","-80.00567","40.44695"
"1172","3028849",NA,"-86.7717","36.16616"
"1173","5922","81425","-94.4835","39.04955"
"1174","3249264",NA,"-93.2545","44.9714"
"1175","34326",NA,"-87.97204","43.02876"
"1176","5906","72003","-90.0784038","29.9516701"
"1177","15326",NA,"-95.35729","29.75682"
"1178","5056","35000","-82.5042","27.97639"
"1179","3603294",NA,"-84.40083","33.75769"
"1180","2121899","70000","-51.1933879","-29.9762373"
"1181","86490","65000","-56.1541467","-34.8964236"
"1182","112266",NA,"-58.429","-34.56826"
"1183","1158646","94000","27.9805456","-26.241742"
"1184","933556","64100","18.4068343","-33.9045518"
"1185","44350",NA,NA,NA
"1186","17546","2000","-0.1304708","51.5158854"
"1187","45289",NA,"-121.9011855","37.3325116"
"1188","38403",NA,NA,NA
"1189","5244",NA,"-116.509458","43.608344"
"1190","38471",NA,"-79.988708","40.441093"
"1191","717",NA,"-77.6116139","43.1536411"
"1192","454",NA,"-75.1736495","39.9045537"
"1193","195908","16297","-73.59051","40.72289"
"1194","43006",NA,"-80.912742","35.186365"
"1195","53252",NA,"-80.3255512","26.158469"
"1196","44140",NA,"-82.4571776","27.950575"
"1197","46862",NA,"-95.4109208","29.6847027"
"1198","5208","77000","-98.47874","29.41719"
"1199","4705","18776","-115.147341","36.102447"
"1200","16342",NA,"-119.78421","36.73345"
"1201","34524",NA,"-111.950616","40.70285"
"1202","45253","52000","-79.3901218","43.6416828"
"1203","74311",NA,NA,NA
"1204","43117",NA,"-0.0146551","51.4966118"
"1205","38663","18500","-75.66375","41.34793"
"1206","816746",NA,"140.0352256","35.6474618"
"1207","93567",NA,"6.97651","51.4858"
"1208","16221","65000","-0.7597312","52.0157714"
"1209","17919",NA,"-6.6593079","53.2205654"
"1210","38323","800","-0.1059202","51.5345836"
"1211","34270","38065","12.570548","55.702742"
"1212","286156",NA,"7.06753","51.55463"
"1213","48339","2400","-83.0674669","42.3397136"
"1214","28828","50291","-73.9294799","40.8296504"
"1215","1047826",NA,"-73.8654295","40.8370495"
"1216","57641",NA,"-117.5005","34.08882"
"1217","56734",NA,"-46.6997283","-23.5826993"
"1218","47323",NA,"-86.0464234","35.4781146"
"1219","70049",NA,"151.2273514","-33.8888855"
"1220","852031",NA,"-3.0297139","52.8754728"
"1221","452316",NA,NA,NA
"1222","38488",NA,"139.69171","35.68949"
"1223","35846",NA,"-118.2472421","34.0527977"
"1224","1175246",NA,"-6.561443","53.7095833"
"1225","67254","35000","-4.28709","55.85248"
"1226","61449",NA,NA,NA
"1227","93485",NA,"-77.0229772","38.8896198"
