"","venueID","venueCapacity","venueLng","venueLat"
"624","3913","400","-1.5702591","53.8096471"
"625","3879",NA,"-0.16937","51.46299"
"626","1256101",NA,"-5.0685695","50.1543782"
"627","1483543",NA,"-5.0869882","50.4150973"
"628","1316896",NA,"-5.1988503","50.3119863"
"629","75140",NA,"-1.3818431","53.8680691"
"630","1373421","200","-5.0554062","50.2634754"
"631","360426","1601","-2.6003513","51.4538978"
"632","650666",NA,"-0.2197702","51.5043628"
"633","43803","177500","-2.5858552","51.1598423"
"634","67803","250","-0.0810428","51.522316"
"635","1522713","200","-0.1356007","50.8246201"
"636","1668218",NA,"-1.1373455","52.6352518"
"637","17472","400","-2.2449474","51.8650491"
"638","1242006","375","-0.1386927","50.8201572"
"639","1162831",NA,"1.2905699","52.6308108"
"640","50368","1500","-3.1790238","51.4876847"
"641","3256","180","-0.0801042","51.5243593"
"642","32763","1500","-2.227217","53.4585245"
"643","30392","2000","-1.630738","54.971932"
"644","2446264",NA,"-5.0499884","50.2642116"
"645","38529","1240","-6.2635249","53.3442216"
"646","9315",NA,"-5.9292773","54.5860497"
"647","17460","1749","-1.4055137","50.9076067"
"648","34372","200","-0.1114451","51.5316567"
"649","515556","700","2.3727885","48.8538519"
"650","291236",NA,"9.98256","53.567313"
"651","809726",NA,"6.45869","51.77491"
"652","1407808","200","1.302273","52.6243993"
"653","2468974",NA,"-1.2352352","51.7471652"
"654","126619","250","-3.1899252","55.9511605"
"655","1952344",NA,"-3.1899252","55.9511605"
"656","18339",NA,"-1.0787022","53.9590963"
"657","34669","200","-2.0141625","53.7407679"
"658","527191",NA,NA,NA
"659","17445","380","-3.1813636","51.4805585"
"660","37993","350","-6.2566432","53.3355007"
"661","656186",NA,NA,NA
"662","7326","300","-4.2653495","55.8624985"
"663","17634","300","-1.5922035","54.9749282"
"664","629561","260","-2.2367664","53.4703229"
"665","71828",NA,"-1.5328841","53.7975174"
"666","1140691","250","-1.1458642","52.9537033"
"667","497101",NA,"-2.9773843","53.4029049"
"668","18229","600","-1.89266","52.43598"
"669","8185","400","-2.589343","51.4523104"
"670","28996",NA,"-5.53733","50.11776"
"671","2486924",NA,"-4.1426565","50.3754565"
"672","57176",NA,"9.2089275","45.4922673"
"673","618641",NA,"8.5198676","47.3882137"
"674","622546",NA,"8.69109","50.1053"
"675","764296",NA,"11.59083","48.13101"
"676","1045996",NA,"13.4414345","52.5110627"
"677","2740208","1550","12.54421","55.668"
"678","1487573",NA,"18.0566201","59.3338847"
"679","2486939",NA,"10.7608938","59.91857"
"680","69281",NA,"5.8690946","51.8461023"
"681","88225",NA,NA,NA
"682","30219","1500","4.883945","52.3622774"
"683","946931",NA,"-2.6071119","51.4567197"
"684","1841478",NA,"-0.144332","50.8220133"
"685","29415",NA,"0.5491498","51.2797702"
"686","32662","2000","4.36551","50.85489"
"687","46999",NA,"2.3401413","48.8821952"
"688","2426839",NA,"19.0639689","47.5059469"
"689","1972604",NA,"-2.5828477","51.4557151"
"690","18181",NA,"-2.5924943","51.4430633"
"691","1626","850","-2.2314899","53.4641082"
"692","17333","700","-3.1937247","55.9486114"
"693","17611","900","-1.4648403","53.376325"
"694","7882","480","-1.89616","52.47464"
"695","57415",NA,"8.9044959","47.9768864"
"696","850081",NA,"5.1247552","51.5282752"
"697","141903",NA,"9.5222445","53.1591887"
"698","93630","85000","4.6923588","50.9677483"
"699","30924","1500","-0.3045628","51.4083835"
"700","7412","17000","-3.4229","56.206132"
"701","493401",NA,"1.5869669","52.3498762"
"702","43531",NA,"11.61885","44.83797"
"703","16720",NA,"12.5699903","41.8160747"
"704","29621",NA,"13.2363606","46.0640602"
"705","999476",NA,"6.37658","51.78532"
"706","39397",NA,"-2.71766","51.14598"
"707","17519","90000","0.4522177","51.718913"
"708","51772","90000","-2.2864603","52.6929524"
"709","30014","833","-6.261985","53.347953"
"710","16572",NA,"-5.9307416","54.5931969"
"711","789096",NA,"-1.5487168","53.8029455"
"712","31031",NA,"-1.6152074","54.9792291"
"713","36718","900","-4.2915528","55.8736859"
"714","17621","1500","-2.2460307","53.4739997"
"715","90238","1500","-1.8830141","52.4747298"
"716","8330",NA,"-1.0919461","50.7805622"
"717","2321004",NA,"12.33026","51.3244"
"718","29982",NA,"14.4252102","50.0813807"
"719","29588","1600","13.42154","52.48681"
"720","29586","2500","6.91009","50.94909"
"721","29587","1500","9.9645585","53.5492771"
"722","50931","700","8.73895","50.13543"
"723","30213","1500","9.25164","48.76755"
"724","47429",NA,"11.60433","48.12507"
"725","32831",NA,"9.1978095","45.4435232"
"726","33815",NA,"11.1699488","43.7929692"
"727","1652763",NA,"19.0538","47.49774"
"728","29983","16000","16.41287","48.18783"
"729","49813",NA,"8.5326721","47.3840954"
"730","2652963",NA,"2.3522219","48.856614"
"731","61048","432","4.4485182","51.219586"
"732","514231","1150","6.5756586","53.2141746"
"733","1554553",NA,"143.9144005","-38.5152877"
"734","33445","1500","151.206563","-33.8756094"
"735","632121",NA,"-86.691549","36.205994"
"736","13121",NA,"-75.15839","39.97986"
"737","811",NA,"-71.117785","42.3517889"
"738","7495","4300","-83.0600655","42.3415257"
"739","6157",NA,"-87.65624","41.8749"
"740","14535",NA,"-93.10014","44.94344"
"741","849096","7500","-105.085281","39.904696"
"742","65","7000","-122.4174684","37.7785099"
"743","29994","1500","2.370815","48.863063"
"744","36918",NA,"2.136522","41.390508"
"745","46374",NA,"-3.71222","40.42472"
"746","17463","2075","-2.5975638","51.4559786"
"747","640211","3000","-1.8998971","52.4743255"
"748","17522","4921","-0.1148897","51.4651204"
"749","30045","2752","-79.3790313","43.6541962"
"750","1025","2894","-73.9820377","40.7760381"
"751","2826",NA,"-77.028992","38.9174"
"752","1370","1000","-84.3509632","33.7636046"
"753","795","2362","-86.7786881","36.1611688"
"754","2470","3500","-73.99418","40.75285"
"755","2901593",NA,"13.2856413","52.5064936"
"756","777","2200","-83.009785","39.9696888"
"757","1070","1100","-87.6588194","41.9499156"
"758","5546","900","-93.2368384","44.9808059"
"759","1451","500","-105.2762858","40.0079953"
"760","983","1200","-111.9028312","40.7687984"
"761","30021","990","-123.1208915","49.2806545"
"762","6239","1200","-122.4332961","37.7842566"
"763","28522","600","-117.270413","32.9907098"
"764","1417923",NA,"-112.0764194","33.4517162"
"765","30065","1500","-79.3571276","43.6764418"
"766","913","1200","-75.156856","39.953617"
"767","924","1500","-73.9892","40.73155"
"768","885616",NA,"1.23403","52.62545"
"769","3221669","35000","-0.29088","50.833535"
"770","29809","75000","-2.245947","53.530003"
"771","35050","1996","2.3277568","48.8700741"
"772","47546","60000","6.0209511","50.8807666"
"773","59525",NA,"18.0733654","59.3329064"
"774","1829423","5000","-2.6007473","51.4516682"
"775","17489",NA,"-5.0498778","50.2623802"
"776","1018491",NA,"-0.336412","49.1927599"
"777","764641",NA,"2.7612499","50.286452"
"778","108189",NA,"6.9106799","46.4312213"
"779","1016216",NA,"-0.32535","45.69736"
"780","958451",NA,"4.8199705","45.7598154"
"781","2854408","85000","-3.7494232","56.3195027"
"782","18521","1500","-0.1183185","51.5116028"
"783","966366",NA,"-0.877167","46.923535"
"784","47656",NA,"11.6197173","44.838207"
"785","311066",NA,"7.4379792","43.7471856"
"786","3199","3000","-73.9942689","40.7706615"
"787","15841",NA,"-87.6205768","41.8731686"
"788","46343",NA,"-73.5539925","45.5086699"
"789","2685768",NA,"-79.3656287","43.6443646"
"790","5832",NA,"-122.463708","37.7822891"
"791","1228","1000","-122.6847972","45.5227443"
"792","529","2807","-122.33139","47.613296"
"793","2290629","2000",NA,NA
"794","2957728",NA,"18.6388624","-33.841288"
"795","2839673",NA,"28.0473051","-26.2041028"
"796","947001",NA,"-7.14947","53.0158"
"797","1009811",NA,"-84.3795437","33.8402272"
"798","2372864",NA,"-90.074091","29.950033"
"799","3117914",NA,"-74.0059413","40.7127837"
"800","1017",NA,"-90.50947","38.747825"
"801","84938","5500","-111.8296328","33.4195089"
"802","2262874","3000","-96.797987","32.768777"
"803","89174",NA,"-7.31981","54.9956"
"804","2171734",NA,"-8.63823","52.65891"
"805","7280",NA,"-3.4857","53.32512"
"806","2756163",NA,"-3.1784849","51.4882663"
"807","11898",NA,"-3.9602125","51.6140879"
"808","221433","500","-4.0808182","51.0656002"
"809","16812","1200","-3.5296869","50.7348893"
"810","124481",NA,"-2.36049","51.37864"
"811","1684118",NA,"-1.28954","50.70668"
"812","92378",NA,"-4.23897","55.85435"
"813","29968",NA,"151.174191","-33.899025"
"814","1858568",NA,"153.6123788","-28.6441616"
"815","316","550","-73.9935389","40.7203623"
"816","951551",NA,NA,NA
"817","784311",NA,"15.6233804","48.1800458"
"818","651311",NA,"5.3487837","50.9529359"
"819","2916608",NA,"13.7029","52.5147"
"820","1765","2286","-0.140655","51.514568"
"821","35891",NA,"-0.0797198","51.527242"
"822","36203",NA,"174.72589","-36.86489"
"823","33261",NA,"144.96958","-37.8166"
"824","32193",NA,"153.0315985","-27.4521183"
"825","38180","2700","-1.5473124","53.8018006"
"826","38580","2200","-3.2065805","55.94878"
"827","16705","2000","-1.1535941","52.9558864"
"828","57166",NA,"-6.26086","53.34437"
"829","29622","1800","4.3487385","50.8472717"
"830","43092",NA,"-79.3736987","43.66475"
"831","281966","925","-73.5752374","45.4829005"
"832","1284","2500","-87.6596996","41.9685617"
"833","28708",NA,"-93.27608","44.97827"
"834","32177","1480","-122.6764367","45.5233129"
"835","953251","2800","-122.2699981","37.8078474"
"836","29369",NA,"-2.15818","51.639295"
"837","2108514",NA,"-0.650741","54.2981238"
"838","758981",NA,"-1.97514","52.75088"
"839","314206",NA,"4.6942009","50.9712194"
"840","52560",NA,NA,NA
"841","3403",NA,"-1.3320765","51.6181064"
"842","1302256",NA,"-2.95386","53.73654"
"843","53061",NA,"0.02146","51.87418"
"844","29365",NA,"-0.3850719","51.3515572"
"845","3268049",NA,"23.9035965","54.8985207"
"846","877766",NA,"-5.02704","50.44912"
"847","29390",NA,"-5.9240364","54.6009943"
"848","90980",NA,"0.37539","52.2382"
"849","872381",NA,"-1.42096","53.39749"
"850","332311",NA,"6.8360415","52.1814729"
"851","522876","350","-76.4946279","38.978307"
"852","29544","2500","12.315246","51.3702683"
"853","508211","7000","10.003114","53.6018094"
"854","3490404",NA,"18.0685808","59.3293235"
"855","3749819",NA,"13.44363","52.50631"
"856","52993",NA,"16.4195472","48.1854882"
"857","3816279",NA,"11.60637","48.1249"
"858","2668478",NA,"9.25253","45.45227"
"859","3405414",NA,"7.5885761","47.5595986"
"860","29545",NA,"7.016702","50.969319"
"861","1686","12500","-0.2803252","51.5586053"
"862","1236111",NA,"-2.96609","53.40522"
"863","3950729",NA,"-0.34231","53.74154"
"864","5391","1900","-4.2369184","55.8550553"
"865","2799","300","-90.064749","29.957032"
"866","322781",NA,"55.3232682","25.0595474"
"867","35555",NA,"153.0274122","-27.4778662"
"868","29278",NA,"138.56899","-34.923678"
"869","34188","5500","151.2237096","-33.8936457"
"870","2758413",NA,"144.9777","-37.82261"
"871","17465","4500","-0.1488263","50.8212812"
"872","17529",NA,"-0.1530801","51.5442465"
"873","17534",NA,"-0.134118","51.5125623"
"874","3300",NA,"-0.1919702","51.4886945"
"875","867096",NA,"-0.1254872","51.508515"
"876","3315",NA,"-0.1219363","51.536711"
"877","16404",NA,"-0.12764","51.47648"
"878","764531",NA,"-0.1411176","51.537295"
"879","6950","150","-0.1011681","51.5233496"
"880","15750","500","-0.0716927","51.5216002"
"881","696436",NA,NA,NA
"882","494916",NA,"1.1564637","52.0591199"
"883","1202901",NA,"-0.1083201","51.5670693"
"884","49527",NA,"-0.0521156","51.4582894"
"885","8811",NA,"-0.1542862","51.5472146"
"886","705606",NA,NA,NA
"887","495091",NA,"-0.096645","51.536006"
"888","704341","70","-0.1400071","51.5112927"
"889","634696",NA,"-0.1419101","51.5337954"
"890","17508","290","1.2878587","52.6314371"
"891","83165",NA,"1.1561541","52.0595548"
"892","17152","700","-0.1491962","51.5429551"
"893","3395",NA,"-0.2062991","51.5254148"
"894","3472",NA,"0.1364869","52.2046848"
"895","59075",NA,"1.50321","52.34417"
"896","504036","50","0.13441","52.205"
"897","16397",NA,"-0.1369286","51.5107842"
"898","18324",NA,"-0.0545285","51.5297822"
"899","8280","250","-0.081657","51.527476"
"900","3704",NA,"-1.1535577","52.9570398"
"901","511091",NA,"-2.9767334","53.4011829"
"902","1672118",NA,"-0.1224791","51.5307145"
"903","735586",NA,NA,NA
"904","59208",NA,"1.1568245","52.0638394"
"905","702266","400","-0.2090308","51.5164732"
"906","10616",NA,"-0.080428","51.5270971"
"907","3266","65","-0.1456995","51.5374217"
"908","7359","700","1.3022738","52.6243993"
"909","69062",NA,"1.1564637","52.0591199"
"910","524591",NA,"-0.1490311","51.4420906"
"911","12783","2350","-1.4673119","53.3789349"
"912","479846","500","-1.4673119","53.3789349"
"913","497351","1300","-4.2637663","55.8654458"
"914","480411","2000","-1.6169438","54.9700186"
"915","38299","1200","-2.9771058","53.4091275"
"916","624421","1800","-1.8397544","50.7265402"
"917","348761","600","-1.8998971","52.4743255"
"918","13725","1410","-0.138338","51.534617"
"919","32315","1500","1.24903","52.62884"
"920","3434","300","-0.078728","51.526328"
"921","439216",NA,"-0.24303","51.75495"
"922","491581",NA,"-0.0738117","51.5242313"
"923","3565","500","-0.142103","51.538488"
"924","9207",NA,"0.0019788","51.5429548"
"925","37403",NA,"-0.034884","51.5257319"
"926","801721","620","-2.2314899","53.4641082"
"927","493506",NA,"-0.07999","51.52559"
"928","52106","150","-1.3963967","50.9044546"
"929","1694",NA,"-3.9498294","51.6187976"
"930","32313",NA,"-1.6094534","54.980086"
"931","454131",NA,"-1.5923622","54.9749243"
"932","17603","500","-1.5429083","53.794347"
"933","589366",NA,"-1.471726","53.376645"
"934","37005",NA,"-2.2206365","52.1956641"
"935","3534",NA,"-5.0648816","50.146986"
"936","3428","1145","-0.12027","51.53093"
"937","1748","200","-1.7774271","51.5550543"
"938","1411463",NA,NA,NA
"939","8790","200","-1.3226594","51.0668437"
"940","9314","630","-0.1040639","51.5466583"
"941","1282191",NA,NA,NA
"942","755756",NA,"-2.9766574","53.4013774"
"943","36364","200","-2.7091733","53.7638965"
"944","32681",NA,"9.96261","53.54957"
"945","508376",NA,"-2.6086683","51.4574111"
"946","508206",NA,"-1.5604258","53.8062802"
"947","5422","1100","-2.26209","53.00721"
"948","508896",NA,"-0.9743958","51.4566581"
"949","37414","2350","-0.1422245","51.5521427"
"950","7069","1050","0.13688","52.19098"
"951","525646",NA,"-9.0583247","53.2700972"
"952","34683","1600","-6.28238","53.34333"
"953","32863",NA,"2.37762","48.86579"
"954","1127176","2000","-0.0538826","51.5541188"
"955","29412","2600","0.0048763","51.501273"
"956","1801","19000","-0.1965816","51.490676"
"957","16632",NA,"-2.1051802","57.1449348"
"958","2148479","1500","-3.2061817","55.9482273"
"959","17399","4000","-2.129442","52.5858441"
"960","34240",NA,"-5.9211061","54.5965258"
"961","364","250","-73.9867142","40.7221646"
"962","90","165","-118.329829","34.1004371"
"963","218503",NA,NA,NA
"964","349066",NA,"13.4392232","52.4769145"
"965","32696","800","11.5219146","48.1449756"
"966","31724",NA,"8.5357169","47.3710633"
"967","31720","500","2.3921471","48.8686841"
"968","926981",NA,"139.7024456","35.647054"
"969","38516",NA,"-81.4673372","28.4737032"
"970","244628","2700","-80.13314","25.792917"
"971","943",NA,"-82.636035","27.771666"
"972","1026","2700","-71.0610796","42.356246"
"973","837","4500","-87.6579453","41.9692552"
"974","749",NA,"-93.2760663","44.9768522"
"975","30234","2672","-123.1155501","49.2765373"
"976","92865",NA,"-117.75014","34.0569"
"977","1145426",NA,"2.535278","39.511111"
"978","1757988",NA,"1.3001942","38.9833895"
"979","16246","550","-73.9617103","40.7192832"
"980","5840","1000","-86.7699106","36.1521634"
"981","90979",NA,"-0.0292531","51.5516697"
"982","1030511",NA,"8.7724499","58.4617568"
"983","99611",NA,"9.3749","47.42456"
"984","477491",NA,"-4.5100523","52.8193537"
"985","50833",NA,"0.622533","52.446542"
"986","586936",NA,"0.0641504","40.055385"
"987","1918654",NA,"138.7836856","36.789592"
"988","48164",NA,"174.76234","-36.85186"
"989","448276",NA,"153.01842","-27.47396"
"990","1104131","2896","144.97514","-37.86679"
"991","48736",NA,"115.85322","-31.95608"
"992","189098",NA,"-5.073719","50.415497"
"993","8504",NA,"-87.9158037","43.0440262"
"994","769666",NA,"7.2162363","51.4818445"
"995","239403",NA,"5.7682193","52.4396038"
"996","980251",NA,"13.46165","48.56981"
"997","33576","1200","6.1261535","49.5987279"
"998","17874","3000","-0.1491962","51.5429551"
"999","244623","2100","-81.521728","28.3709021"
"1000","1379",NA,"-80.8553411","35.2168024"
"1001","30178","600","-89.3807714","43.074528"
"1002","61660",NA,"-73.5599571","45.5143312"
"1003","984336","3500","-75.141163","39.947622"
"1004","10459","400","-104.948382","39.7402806"
"1005","33651",NA,"-122.4540587","37.7714822"
"1006","9403","2765","-123.1124716","49.2798747"
"1007","1433","778","-122.6634854","45.5408474"
"1008","4104",NA,"-2.99144","51.58579"
"1009","615606",NA,"-1.8791888","50.7176583"
"1010","10530","4000","-4.1528594","50.3679673"
"1011","17512",NA,"-1.78935","51.56793"
"1012","1438173",NA,"-1.893883","52.4808753"
"1013","17638","2100","-1.0821246","53.5039102"
"1014","1779","3750","-0.34139","53.73894"
"1015","17613",NA,"-3.0509743","53.8170286"
"1016","885211","2500","-1.609466","54.977177"
"1017","244423",NA,"-4.251806","55.864237"
"1018","33270","900","3.0907324","50.6233182"
"1019","2057004",NA,"4.4197306","50.9188818"
"1020","49110",NA,"4.3657","50.84906"
"1021","880251","6000","11.6086488","48.1946376"
"1022","359816","13000","-84.0940303","33.9914472"
"1023","1233",NA,"-84.509545","39.082786"
"1024","578496","6700","-122.3332315","47.594181"
"1025","17649","11000","-5.9156209","54.6038086"
"1026","2861788","2900","-95.3671824","29.7624411"
"1027","1152511","5500","-80.0115139","40.4459022"
"1028","689","1600","-76.6071223","39.289144"
"1029","1104","2700","-85.757526","38.2478229"
"1030","1231","2300","-90.2978676","38.6555712"
"1031","1263",NA,"-117.16332","32.71506"
"1032","1506","1200","-110.9664839","32.2220396"
"1033","31983",NA,"115.7777891","-31.9548034"
"1034","515656",NA,"138.57361","-34.90788"
"1035","62085",NA,"150.90215","-34.42622"
"1036","43758","11500","151.20733","-33.8657305"
"1037","34189","5445","144.9466387","-37.8113462"
"1038","44124",NA,"174.77824","-41.28489"
"1039","123346",NA,"-97.704573","30.3149444"
"1040","2133099",NA,"-79.9571943","32.7862149"
"1041","1113741",NA,"-82.437458","34.9180123"
"1042","16082",NA,"-80.0493838","26.7125134"
"1043","445","78000","-83.0459343","42.3384845"
"1044","50098","111000","-97.092909","32.747904"
"1045","5974",NA,"-94.0899911","35.9980929"
"1046","35288","50000","-79.3918064","43.641658"
"1047","2074644",NA,"-97.1481018","49.8045252"
"1048","36923","54500","-123.11164","49.27576"
"1049","2597","65050","-80.015942","40.446093"
"1050","6028","68532","-75.1675344","39.9007654"
"1051","464","68756","-71.266889","42.091188"
"1052","14732","61500","-87.6172935","41.866113"
"1053","741",NA,"-117.2117942","32.7550767"
"1054","1358",NA,"-96.801762","46.902928"
"1055","723",NA,"-78.50665","38.04588"
"1056","2003579",NA,"-75.74904","39.66033"
"1057","17538","5544","-0.1781517","51.500786"
"1058","1124136",NA,"-121.2889586","38.7571814"
"1059","1471683",NA,"-9.095858","38.7686316"
"1060","68588",NA,"-76.6071093","39.288871"
"1061","1722913",NA,"10.0355945","58.9982871"
"1062","356096",NA,NA,NA
"1063","1016706",NA,"8.3118311","47.0503196"
"1064","53535",NA,"135.4988799","34.6722012"
"1065","33053","2402","139.82531","35.64223"
"1066","1041091","13000","-123.1903918","49.3368383"
"1067","1199066",NA,"-115.1732212","36.1092162"
"1068","93446","19316","-76.8627794","39.2087707"
"1069","1339026","5450","6.80907","51.20576"
"1070","34269","16000","9.8991894","53.5886924"
"1071","65433",NA,"12.53343","55.67977"
"1072","1091261",NA,"9.2270526","48.7936613"
"1073","834556","3000","8.5168517","47.3857193"
"1074","30672",NA,"9.1827899","45.4941504"
"1075","47559","1700","4.8603984","45.7839103"
"1076","509546",NA,"2.1511572","41.3621075"
"1077","125494","18000","-3.675","40.42393"
"1078","5614",NA,"-122.41294","37.79118"
"1079","45333",NA,"6.142912","49.2599469"
"1080","87534",NA,"3.1578901","45.7422574"
"1081","584671","9000","-1.628927","47.231007"
"1082","1663288","8000","14.4341204","50.1069422"
"1083","62263",NA,"21.040508","52.2222869"
"1084","52101",NA,"25.2800609","54.7163409"
"1085","46176",NA,"24.1191434","56.9693411"
"1086","62166",NA,"24.6473591","59.4260301"
"1087","2194464",NA,NA,NA
"1088","81985",NA,"55.15617","25.09652"
"1089","2815403",NA,"126.9191163","37.5318933"
"1090","469256","13500","113.9402","22.32174"
"1091","2447179",NA,"103.78844","1.306842"
"1092","2526754",NA,"151.20733","-33.8657305"
"1093","1262516",NA,"-74.06284","4.65339"
"1094","75659",NA,"-76.799288","-12.5052022"
"1095","1966019",NA,"-70.7640226","-33.5036276"
"1096","121887",NA,"-90.07673","29.98432"
"1097","33461","9290","-58.36819","-34.60261"
"1098","481901",NA,"-46.6671892","-23.5278158"
"1099","2774968","80000","-115.1694366","36.1137908"
"1100","2173749",NA,"-68.7738604","44.7951155"
"1101","686","14000","-75.2226272","39.9831152"
"1102","2026954",NA,"-81.2527345","42.9825034"
"1103","87854",NA,"-77.2439521","42.8669256"
"1104","2608688",NA,"-96.75081","43.56121"
"1105","665","7000","-104.6315331","50.4526411"
"1106","198148",NA,"-87.8994041","43.0346475"
"1107","841","8500","-122.2555418","37.8740742"
"1108","17934","82300","-6.252394","53.3624491"
"1109","2267924",NA,"-1.9916669","52.3872012"
"1110","1791323","22039","-95.3523175","29.7538577"
"1111","1664073",NA,"-96.83844","33.15843"
"1112","129540","60000","-73.95802","40.77007"
"1113","1034","2804","-73.98005","40.76553"
"1114","2514529",NA,"-73.9918181","40.7686973"
"1115","3034","6300","-118.2813","34.02258"
"1116","66735",NA,"153.00858","-27.46447"
"1117","1060156",NA,"115.86904","-31.94599"
"1118","1442453",NA,"144.98262","-37.82388"
"1119","1867303",NA,"151.22735","-33.88889"
"1120","35005",NA,"174.81404","-36.919"
"1121","626246",NA,"8.51793","49.46475"
"1122","3491779",NA,"4.44181","51.2303"
"1123","1418383",NA,"-77.0348124","-12.0670412"
"1124","128480",NA,"-57.88333","-34.96667"
"1125","45299",NA,"-49.2733334","-25.3859862"
"1126","2562999",NA,"-43.9711315","-19.865867"
"1127","99137","140000","-74.09979","4.65965"
"1128","44173","18500","-66.06441","18.4265"
"1129","3557329",NA,"-84.0907246","9.9280694"
"1130","33580","22000","-103.3255264","20.5988338"
"1131","3434314","8000","-100.34835","25.71906"
"1132","2988688",NA,"-71.24799","46.8272"
"1133","3382549",NA,"-80.83922","35.22509"
"1134","14176","35307","-80.021241","32.8674796"
"1135","881676",NA,"121.616904","25.056899"
"1136","34170",NA,"135.5333502","34.6821392"
"1137","3676489",NA,"126.9779692","37.566535"
"1138","33448","14471","139.749626","35.6934027"
"1139","892611",NA,NA,NA
"1140","2889143",NA,"-80.1561157","40.303121"
"1141","1466343",NA,"103.874585","1.300506"
"1142","32994","2350","0.0016653","51.5011333"
"1143","499241",NA,"144.9479942","-37.8174083"
"1144","35416",NA,"151.06211","-33.84932"
"1145","1526698",NA,"170.52231","-45.86875"
"1146","3054614",NA,"120.980174","14.53129"
"1147","70088",NA,NA,NA
"1148","1780193","80000","-5.9619158","54.5797131"
"1149","125384",NA,NA,NA
"1150","38530",NA,"-6.3280736","53.3553424"
"1151","1578344","60000","-2.2044997","53.4829255"
"1152","16114",NA,"-3.97613","51.6084"
"1153","17343","52000","-4.25736","55.82457"
"1154","57845",NA,"-1.61005","54.97533"
"1155","336621",NA,"-1.621667","54.975556"
"1156","1751","74500","-3.17869","51.47888"
"1157","14374","53052","4.9409269","52.3143277"
"1158","61525",NA,"2.3563278","48.9315523"
"1159","48253",NA,"11.98593","57.7004"
"1160","35375",NA,"13.24323","52.51447"
"1161","1948959",NA,"6.93347","51.40497"
"1162","3615109",NA,"6.9509069","51.4036282"
"1163","45343",NA,"9.89291","53.57829"
"1164","56833",NA,"11.54981","48.17564"
"1165","45352",NA,"8.50635","47.38343"
"1166","61520","55665","16.41971","48.20769"
"1167","3159554",NA,"21.0458004","52.239469"
"1168","5902","92542","-118.1674702","34.1609679"
"1169","539",NA,"-122.3908715","37.7781428"
"1170","1220",NA,"-122.33323","47.59418"
"1171","16113",NA,"-90.19281","38.62264"
"1172","16077","38496","-80.00567","40.44695"
"1173","3028849",NA,"-86.7717","36.16616"
"1174","5922","81425","-94.4835","39.04955"
"1175","3249264",NA,"-93.2545","44.9714"
"1176","34326",NA,"-87.97204","43.02876"
"1177","5906","72003","-90.0784038","29.9516701"
"1178","15326",NA,"-95.35729","29.75682"
"1179","5056","35000","-82.5042","27.97639"
"1180","3603294",NA,"-84.40083","33.75769"
"1181","2121899","70000","-51.1933879","-29.9762373"
"1182","86490","65000","-56.1541467","-34.8964236"
"1183","112266",NA,"-58.429","-34.56826"
"1184","1158646","94000","27.9805456","-26.241742"
"1185","933556","64100","18.4068343","-33.9045518"
"1186","44350",NA,NA,NA
"1187","17546","2000","-0.1304708","51.5158854"
"1188","45289",NA,"-121.9011855","37.3325116"
"1189","38403",NA,NA,NA
"1190","5244",NA,"-116.509458","43.608344"
"1191","38471",NA,"-79.988708","40.441093"
"1192","717",NA,"-77.6116139","43.1536411"
"1193","454",NA,"-75.1736495","39.9045537"
"1194","195908","16297","-73.59051","40.72289"
"1195","43006",NA,"-80.912742","35.186365"
"1196","53252",NA,"-80.3255512","26.158469"
"1197","44140",NA,"-82.4571776","27.950575"
"1198","46862",NA,"-95.4109208","29.6847027"
"1199","5208","77000","-98.47874","29.41719"
"1200","4705","18776","-115.147341","36.102447"
"1201","16342",NA,"-119.78421","36.73345"
"1202","34524",NA,"-111.950616","40.70285"
"1203","45253","52000","-79.3901218","43.6416828"
"1204","74311",NA,NA,NA
"1205","43117",NA,"-0.0146551","51.4966118"
"1206","38663","18500","-75.66375","41.34793"
"1207","816746",NA,"140.0352256","35.6474618"
"1208","93567",NA,"6.97651","51.4858"
"1209","16221","65000","-0.7597312","52.0157714"
"1210","17919",NA,"-6.6593079","53.2205654"
"1211","38323","800","-0.1059202","51.5345836"
"1212","34270","38065","12.570548","55.702742"
"1213","286156",NA,"7.06753","51.55463"
"1214","48339","2400","-83.0674669","42.3397136"
"1215","28828","50291","-73.9294799","40.8296504"
"1216","1047826",NA,"-73.8654295","40.8370495"
"1217","57641",NA,"-117.5005","34.08882"
"1218","56734",NA,"-46.6997283","-23.5826993"
"1219","47323",NA,"-86.0464234","35.4781146"
"1220","70049",NA,"151.2273514","-33.8888855"
"1221","852031",NA,"-3.0297139","52.8754728"
"1222","452316",NA,NA,NA
"1223","38488",NA,"139.69171","35.68949"
"1224","35846",NA,"-118.2472421","34.0527977"
"1225","1175246",NA,"-6.561443","53.7095833"
"1226","67254","35000","-4.28709","55.85248"
"1227","61449",NA,NA,NA
"1228","93485",NA,"-77.0229772","38.8896198"
"1229","1674408",NA,"-46.7009188","-23.7037893"
"1230","1103016",NA,"-70.6636934","-33.4653864"
"1231","821361",NA,"-58.547846","-34.492824"
"1232","67348",NA,"-0.9848147","51.4639642"
"1233","3327749",NA,"-71.12585","42.36757"
"1234","1944669",NA,"-75.53295","39.18886"
"1235","3825054",NA,"10.757273","59.9432304"
"1236","3786144",NA,"9.0932002","45.5215341"
"1237","768446",NA,"9.8057361","52.3185083"
"1238","698616",NA,"5.83662","51.82555"
